RSI5,RSI30,CCI,GRID_SIZE,GRID_DISTANCE,PROFIT_TARGET,OFFSET,Trades,ProfitNet,ActualCash
40,60,50,15,0.08,0.008,0.0001,2,-83.4266,9916.57
45,50,-150,20,0.08,0.004,0.0001,1,-19.6196,9980.38
45,40,-50,30,0.08,0.006,0.0001,5,18.3401,10018.34
40,55,-200,20,0.08,0.006,0.001,4,3.1747,10003.17
45,55,-50,30,0.08,0.002,0.0005,1,-14.4295,9985.57
50,40,0,10,0.08,0.008,0.0005,4,5.1057,10005.11
50,55,50,10,0.08,0.004,0.0001,5,-20.5835,9979.42
45,40,100,15,0.08,0.006,0.0001,5,36.6802,10036.68
50,45,100,20,0.08,0.006,0.0001,4,4.6939,10004.69
50,50,50,15,0.08,0.004,0.001,2,-22.6333,9977.37
50,40,-100,15,0.08,0.002,0.0005,6,19.8128,10019.81
40,40,-150,10,0.08,0.004,0.0005,5,32.6959,10032.7
50,55,-200,10,0.08,0.008,0.001,4,54.6687,10054.67
50,40,50,25,0.08,0.006,0.0005,5,16.756,10016.76
45,40,50,30,0.08,0.004,0.0005,5,10.6163,10010.62
50,50,100,20,0.08,0.008,0.0005,2,-10.2143,9989.79
40,50,-200,10,0.08,0.006,0.001,4,6.3494,10006.35
40,50,0,15,0.08,0.006,0.001,1,-25.0023,9975.0
50,60,100,10,0.08,0.006,0.0001,3,-70.7355,9929.26
40,50,-150,25,0.08,0.008,0.0001,1,-15.3479,9984.65
40,50,-200,25,0.08,0.002,0.0001,5,3.5859,10003.59
50,60,0,15,0.08,0.006,0.001,1,-61.4381,9938.56
50,60,100,15,0.08,0.004,0.001,5,-11.5905,9988.41
45,40,-100,10,0.08,0.008,0.001,4,53.2044,10053.2
45,40,-50,20,0.08,0.004,0.0005,5,15.9244,10015.92
50,45,50,20,0.08,0.008,0.0005,1,-31.7912,9968.21
40,60,-200,25,0.08,0.008,0.0001,4,20.41,10020.41
45,45,0,30,0.08,0.002,0.0001,8,5.0065,10005.01
40,55,100,25,0.08,0.008,0.001,3,-9.2431,9990.76
50,55,-100,30,0.08,0.004,0.0001,1,-14.5571,9985.44
50,50,-100,20,0.08,0.008,0.001,1,-19.1869,9980.81
45,40,-150,10,0.08,0.002,0.001,4,25.3758,10025.38
45,60,100,10,0.08,0.002,0.0001,5,-33.2519,9966.75
50,60,-50,25,0.08,0.006,0.0005,1,-17.3154,9982.68
40,60,100,15,0.08,0.004,0.001,3,-23.4319,9976.57
40,40,100,30,0.08,0.006,0.001,4,12.3633,10012.36
40,45,50,25,0.08,0.002,0.0001,8,5.9682,10005.97
50,50,-100,25,0.08,0.002,0.0001,2,-13.8416,9986.16
50,60,-100,15,0.08,0.008,0.0005,1,-28.859,9971.14
45,40,-100,25,0.08,0.008,0.0005,4,2.0423,10002.04
40,40,100,10,0.08,0.002,0.0005,6,28.2097,10028.21
40,40,-200,20,0.08,0.004,0.001,4,11.383,10011.38
45,45,-50,20,0.08,0.006,0.001,4,6.6077,10006.61
40,50,-50,30,0.08,0.004,0.0001,1,-12.7899,9987.21
50,50,-100,30,0.08,0.008,0.001,1,-12.7912,9987.21
45,40,-200,25,0.08,0.008,0.0001,4,11.4724,10011.47
50,60,-50,30,0.08,0.002,0.0005,1,-14.4295,9985.57
45,55,0,15,0.08,0.006,0.0005,2,-24.9168,9975.08
50,40,50,15,0.08,0.006,0.0005,5,27.9267,10027.93
50,55,50,15,0.08,0.006,0.001,5,-9.6014,9990.4
45,55,-100,15,0.08,0.008,0.001,1,-28.5398,9971.46
50,40,100,20,0.08,0.008,0.0005,4,2.5528,10002.55
40,40,-150,15,0.08,0.006,0.0005,5,28.04,10028.04
50,60,-50,25,0.08,0.004,0.001,1,-17.1239,9982.88
40,45,-50,15,0.08,0.004,0.0005,4,-1.0012,9999.0
50,55,-50,15,0.08,0.006,0.001,1,-28.5398,9971.46
40,50,100,15,0.08,0.008,0.0001,2,-13.834,9986.17
50,40,0,20,0.08,0.004,0.001,4,15.6484,10015.65
40,40,0,30,0.08,0.006,0.0005,5,13.9633,10013.96
45,50,-150,20,0.08,0.002,0.0001,6,-1.081,9998.92
50,45,-100,20,0.08,0.006,0.0005,4,5.2519,10005.25
50,40,50,20,0.08,0.002,0.001,5,14.2342,10014.23
40,50,100,15,0.08,0.002,0.0005,9,4.8335,10004.83
45,55,-100,25,0.08,0.004,0.0005,1,-17.3154,9982.68
40,50,-50,20,0.08,0.002,0.0001,5,-5.188,9994.81
40,40,50,25,0.08,0.006,0.0001,5,22.0081,10022.01
45,45,-200,10,0.08,0.004,0.001,5,16.4825,10016.48
45,50,-200,25,0.08,0.008,0.001,4,8.0136,10008.01
40,40,50,20,0.08,0.002,0.001,5,13.362,10013.36
45,45,100,30,0.08,0.004,0.0001,4,-1.0338,9998.97
40,60,-200,25,0.08,0.004,0.0005,4,0.7401,10000.74
50,55,-100,10,0.08,0.006,0.0005,1,-43.2885,9956.71
40,60,100,10,0.08,0.004,0.0005,5,-16.6653,9983.33
50,55,-200,10,0.08,0.004,0.0001,4,2.0268,10002.03
40,50,-200,10,0.08,0.002,0.001,6,16.925,10016.93
45,45,100,15,0.08,0.004,0.001,6,12.6897,10012.69
50,40,100,20,0.08,0.002,0.001,5,14.2342,10014.23
50,60,-150,25,0.08,0.008,0.0005,1,-15.5419,9984.46
50,50,-200,25,0.08,0.006,0.001,4,2.2529,10002.25
40,55,-200,10,0.08,0.006,0.0001,4,14.5653,10014.57
40,60,0,15,0.08,0.006,0.0005,1,-59.0032,9941.0
40,55,-150,10,0.08,0.008,0.001,1,-37.5034,9962.5
40,55,-50,10,0.08,0.008,0.0005,1,-39.1806,9960.82
45,55,-200,15,0.08,0.004,0.001,5,10.9883,10010.99
40,40,-50,15,0.08,0.008,0.001,4,35.4696,10035.47
40,55,-50,20,0.08,0.004,0.001,1,-19.3499,9980.65
45,45,-50,15,0.08,0.008,0.0001,1,-42.9047,9957.1
45,55,-200,15,0.08,0.002,0.0001,5,3.7189,10003.72
50,55,-200,20,0.08,0.004,0.0001,4,1.0134,10001.01
40,60,50,30,0.08,0.004,0.0005,5,-7.0791,9992.92
50,60,0,15,0.08,0.002,0.0005,2,-29.0439,9970.96
40,55,-200,25,0.08,0.006,0.001,4,2.5397,10002.54
50,55,0,25,0.08,0.006,0.001,2,-14.5571,9985.44
40,50,-200,25,0.08,0.008,0.0001,4,20.41,10020.41
45,50,-50,15,0.08,0.002,0.0005,2,-21.9619,9978.04
40,40,50,15,0.08,0.004,0.001,4,20.8646,10020.86
45,60,-150,15,0.08,0.004,0.0001,1,-26.1595,9973.84
40,60,-100,15,0.08,0.008,0.0005,1,-26.1204,9973.88
40,55,100,15,0.08,0.002,0.001,3,-28.234,9971.77
45,55,100,30,0.08,0.002,0.001,3,-14.309,9985.69
45,45,50,25,0.08,0.006,0.001,4,5.2862,10005.29
45,40,100,25,0.08,0.004,0.0005,5,12.7395,10012.74
40,60,-50,10,0.08,0.004,0.0005,1,-39.1806,9960.82
40,60,-100,20,0.08,0.002,0.001,7,-0.2603,9999.74
40,40,-50,15,0.08,0.002,0.0005,6,18.8065,10018.81
50,50,100,10,0.08,0.006,0.0001,2,-21.6206,9978.38
40,55,50,15,0.08,0.008,0.0005,4,-28.3548,9971.65
45,50,50,20,0.08,0.002,0.0001,4,-13.809,9986.19
45,45,-100,30,0.08,0.002,0.0005,7,4.8523,10004.85
45,40,-50,10,0.08,0.002,0.001,5,28.4685,10028.47
40,45,-100,20,0.08,0.004,0.0005,6,5.7203,10005.72
45,40,-50,10,0.08,0.006,0.0001,5,55.0203,10055.02
45,45,50,30,0.08,0.006,0.001,4,4.4051,10004.41
50,50,-50,20,0.08,0.008,0.001,1,-19.1869,9980.81
45,60,100,20,0.08,0.008,0.0001,2,-67.2161,9932.78
45,50,50,20,0.08,0.008,0.0005,2,-10.2143,9989.79
50,55,-150,25,0.08,0.008,0.0005,1,-15.5419,9984.46
50,60,100,10,0.08,0.002,0.001,5,-34.2974,9965.7
45,45,-50,15,0.08,0.002,0.0001,8,10.0129,10010.01
40,40,-50,25,0.08,0.008,0.0005,4,2.0423,10002.04
40,50,-150,25,0.08,0.006,0.001,1,-15.0014,9985.0
45,40,-200,25,0.08,0.004,0.0001,5,9.7127,10009.71
40,55,-50,15,0.08,0.008,0.0005,1,-26.1204,9973.88
50,45,-100,15,0.08,0.004,0.0005,6,7.3806,10007.38
45,40,-150,15,0.08,0.002,0.001,4,16.9172,10016.92
40,40,50,15,0.08,0.002,0.0005,6,18.8065,10018.81
40,50,-200,30,0.08,0.002,0.0001,5,2.9883,10002.99
50,45,0,20,0.08,0.004,0.0001,4,-1.5507,9998.45
45,55,-50,15,0.08,0.006,0.0005,1,-28.859,9971.14
45,45,50,10,0.08,0.008,0.001,1,-62.6133,9937.39
50,60,-150,15,0.08,0.006,0.0005,1,-25.9032,9974.1
45,55,-50,20,0.08,0.008,0.0005,1,-21.6443,9978.36
50,45,50,25,0.08,0.008,0.0005,1,-25.433,9974.57
45,60,100,30,0.08,0.002,0.0005,5,-10.9472,9989.05
40,50,-150,25,0.08,0.008,0.001,1,-15.0014,9985.0
45,50,-50,20,0.08,0.008,0.001,1,-19.1869,9980.81
50,45,-150,25,0.08,0.006,0.0005,4,2.0024,10002.0
40,55,0,30,0.08,0.008,0.0001,1,-29.7565,9970.24
40,60,100,25,0.08,0.008,0.0005,2,-53.2015,9946.8
40,40,100,10,0.08,0.004,0.0001,5,30.9969,10031.0
45,55,-50,20,0.08,0.006,0.001,1,-21.4048,9978.6
40,40,-200,15,0.08,0.002,0.0005,6,12.9483,10012.95
50,40,-200,30,0.08,0.008,0.001,4,26.233,10026.23
50,40,-50,20,0.08,0.006,0.0001,5,27.5102,10027.51
50,55,-100,25,0.08,0.008,0.0005,1,-17.3154,9982.68
50,55,-200,20,0.08,0.008,0.0001,4,25.5125,10025.51
40,55,50,30,0.08,0.006,0.0001,4,-15.7095,9984.29
45,50,-200,25,0.08,0.006,0.0005,4,1.7381,10001.74
45,55,-100,30,0.08,0.004,0.001,1,-14.2699,9985.73
40,45,-100,20,0.08,0.008,0.0001,1,-32.1785,9967.82
50,50,100,25,0.08,0.004,0.001,3,-11.1522,9988.85
45,45,-50,10,0.08,0.004,0.0005,4,-1.5018,9998.5
50,50,-150,10,0.08,0.004,0.0005,1,-38.8548,9961.15
45,45,-200,30,0.08,0.004,0.0001,4,0.9144,10000.91
50,60,-200,10,0.08,0.004,0.0005,4,3.6284,10003.63
40,50,-50,10,0.08,0.002,0.0001,5,-10.3759,9989.62
45,40,100,10,0.08,0.002,0.0001,6,28.114,10028.11
45,60,100,15,0.08,0.002,0.001,5,-21.3637,9978.64
45,45,-200,15,0.08,0.002,0.0005,6,7.481,10007.48
50,55,100,10,0.08,0.006,0.0001,4,-69.5102,9930.49
45,50,100,25,0.08,0.008,0.0001,2,-8.6482,9991.35
45,45,-100,20,0.08,0.006,0.001,6,9.0556,10009.06
45,50,50,30,0.08,0.006,0.001,2,-10.4904,9989.51
50,55,0,10,0.08,0.008,0.001,1,-90.974,9909.03
45,40,50,15,0.08,0.008,0.0005,4,3.4038,10003.4
50,40,50,25,0.08,0.004,0.001,4,12.5187,10012.52
40,50,-50,15,0.08,0.008,0.0005,1,-25.3233,9974.68
40,55,50,10,0.08,0.008,0.001,3,-12.7876,9987.21
45,55,-150,20,0.08,0.002,0.0001,6,-1.081,9998.92
50,50,100,25,0.08,0.008,0.001,2,-7.575,9992.43
45,50,-100,25,0.08,0.008,0.0001,1,-15.6957,9984.3
50,55,-150,20,0.08,0.004,0.0005,1,-19.4274,9980.57
40,55,-100,25,0.08,0.008,0.0001,1,-15.826,9984.17
50,50,-200,10,0.08,0.002,0.001,6,12.9392,10012.94
50,45,-200,25,0.08,0.006,0.0001,4,5.9193,10005.92
45,40,100,10,0.08,0.004,0.001,4,31.2968,10031.3
45,50,100,20,0.08,0.002,0.001,9,3.6651,10003.67
50,40,0,30,0.08,0.002,0.0001,6,9.3713,10009.37
40,40,-200,10,0.08,0.004,0.0001,5,24.2818,10024.28
45,40,100,20,0.08,0.004,0.001,4,15.6484,10015.65
45,40,0,10,0.08,0.008,0.0005,4,5.1057,10005.11
40,60,-200,25,0.08,0.004,0.001,5,7.9488,10007.95
45,55,-100,25,0.08,0.004,0.001,1,-17.1239,9982.88
50,45,-100,10,0.08,0.008,0.001,1,-62.6133,9937.39
50,60,-50,15,0.08,0.006,0.001,1,-28.5398,9971.46
50,50,50,15,0.08,0.008,0.001,2,-12.6249,9987.38
45,45,-150,30,0.08,0.008,0.001,1,-21.3851,9978.61
45,60,-200,20,0.08,0.004,0.001,5,8.2412,10008.24
50,55,100,20,0.08,0.006,0.001,5,-6.0348,9993.97
45,55,0,15,0.08,0.008,0.0005,1,-61.286,9938.71
50,55,-150,15,0.08,0.002,0.001,5,-4.3653,9995.63
40,60,-150,10,0.08,0.008,0.0005,1,-37.9849,9962.02
45,60,100,25,0.08,0.008,0.001,3,-26.5179,9973.48
45,60,-150,25,0.08,0.002,0.0001,6,-0.8648,9999.14
40,55,-100,10,0.08,0.008,0.0005,1,-39.1806,9960.82
50,50,50,30,0.08,0.008,0.0001,2,-7.2069,9992.79
40,45,0,20,0.08,0.008,0.0005,1,-31.7912,9968.21
45,40,-50,25,0.08,0.006,0.001,4,14.836,10014.84
50,40,-200,15,0.08,0.008,0.0005,4,21.2626,10021.26
50,50,100,25,0.08,0.002,0.001,6,-6.5544,9993.45
50,50,-100,20,0.08,0.002,0.0005,2,-16.9088,9983.09
50,50,-200,20,0.08,0.006,0.001,4,2.8161,10002.82
45,45,-50,25,0.08,0.008,0.0001,1,-25.7428,9974.26
40,45,50,25,0.08,0.008,0.0001,1,-25.7428,9974.26
40,60,0,10,0.08,0.004,0.0005,2,-34.6238,9965.38
50,55,-200,30,0.08,0.004,0.0001,4,0.6756,10000.68
45,45,-200,15,0.08,0.008,0.0005,4,35.631,10035.63
50,60,-50,10,0.08,0.002,0.001,1,-42.8097,9957.19
40,55,100,10,0.08,0.008,0.001,3,-23.1077,9976.89
40,50,100,10,0.08,0.006,0.0005,2,-31.5862,9968.41
40,40,-50,15,0.08,0.006,0.001,4,24.7267,10024.73
40,40,100,15,0.08,0.006,0.0001,5,36.6802,10036.68
50,60,50,15,0.08,0.008,0.0005,2,-82.126,9917.87
45,60,-150,30,0.08,0.004,0.0005,1,-12.9516,9987.05
50,45,100,20,0.08,0.004,0.0001,4,-1.5507,9998.45
40,45,-100,30,0.08,0.006,0.001,6,8.7179,10008.72
45,55,100,10,0.08,0.008,0.0005,4,-63.2188,9936.78
45,55,-200,20,0.08,0.008,0.001,4,10.017,10010.02
50,50,-150,30,0.08,0.008,0.001,1,-12.7912,9987.21
50,45,-150,20,0.08,0.008,0.001,1,-32.0776,9967.92
40,55,50,20,0.08,0.006,0.001,3,-14.7023,9985.3
45,50,-50,20,0.08,0.002,0.0005,2,-16.4715,9983.53
45,60,0,20,0.08,0.004,0.001,2,-18.8186,9981.18
45,50,50,20,0.08,0.008,0.0001,2,-10.8103,9989.19
40,60,50,15,0.08,0.006,0.0001,3,-37.8922,9962.11
40,50,100,10,0.08,0.006,0.001,2,-30.601,9969.4
50,50,50,20,0.08,0.008,0.0005,2,-10.2143,9989.79
50,55,-100,30,0.08,0.004,0.001,1,-14.2699,9985.73
40,40,-200,25,0.08,0.008,0.0001,4,11.4724,10011.47
40,50,-200,20,0.08,0.008,0.0001,4,25.5125,10025.51
45,55,-100,10,0.08,0.002,0.001,1,-42.8097,9957.19
40,60,-150,30,0.08,0.004,0.0005,1,-12.6616,9987.34
40,55,-50,10,0.08,0.002,0.0001,1,-39.565,9960.44
50,40,-200,25,0.08,0.006,0.0005,5,13.3259,10013.33
45,60,-200,20,0.08,0.002,0.0005,6,5.6108,10005.61
40,40,100,30,0.08,0.004,0.0001,5,10.3323,10010.33
50,40,100,10,0.08,0.006,0.0001,5,55.0203,10055.02
40,60,100,10,0.08,0.002,0.0005,5,-37.0742,9962.93
40,50,-100,20,0.08,0.008,0.0005,1,-18.9924,9981.01
45,55,100,15,0.08,0.006,0.0005,5,-10.8228,9989.18
40,50,0,15,0.08,0.002,0.0001,5,-8.6847,9991.32
45,60,-200,20,0.08,0.002,0.001,6,6.7677,10006.77
50,55,-200,10,0.08,0.006,0.001,4,5.6323,10005.63
50,40,-100,20,0.08,0.006,0.0005,5,20.945,10020.95
50,40,100,15,0.08,0.006,0.0001,5,36.6802,10036.68
50,45,0,15,0.08,0.004,0.001,6,12.6897,10012.69
45,45,-150,15,0.08,0.006,0.0005,4,3.3373,10003.34
45,55,0,20,0.08,0.002,0.0005,2,-20.5449,9979.46
50,45,100,25,0.08,0.002,0.001,9,5.4753,10005.48
45,60,50,30,0.08,0.006,0.0005,3,-23.698,9976.3
45,55,-100,15,0.08,0.004,0.0001,1,-29.1142,9970.89
50,55,0,15,0.08,0.008,0.0005,1,-61.286,9938.71
45,55,0,30,0.08,0.004,0.0005,2,-13.0963,9986.9
40,55,-200,25,0.08,0.006,0.0005,4,1.7381,10001.74
45,60,-150,30,0.08,0.002,0.0001,6,-0.7207,9999.28
45,55,50,20,0.08,0.002,0.001,4,-19.2395,9980.76
45,40,-200,15,0.08,0.008,0.001,4,29.3761,10029.38
40,60,50,25,0.08,0.008,0.0001,2,-50.056,9949.94
50,50,-50,10,0.08,0.004,0.0001,1,-39.2393,9960.76
45,40,-100,30,0.08,0.004,0.0001,5,10.3323,10010.33
50,40,-150,10,0.08,0.008,0.0005,4,13.5358,10013.54
45,60,-50,10,0.08,0.008,0.0001,1,-43.6712,9956.33
50,50,-150,20,0.08,0.008,0.0005,1,-19.4274,9980.57
40,60,0,25,0.08,0.004,0.0001,2,-14.164,9985.84
45,40,-100,20,0.08,0.004,0.001,4,15.6484,10015.65
45,55,0,10,0.08,0.004,0.0001,2,-38.1603,9961.84
40,45,-50,20,0.08,0.008,0.0005,1,-31.7912,9968.21
45,40,0,10,0.08,0.002,0.0001,6,28.114,10028.11
40,60,0,10,0.08,0.002,0.0001,2,-45.9925,9954.01
45,40,-100,10,0.08,0.004,0.001,4,31.2968,10031.3
45,45,-50,30,0.08,0.004,0.0001,4,-1.0338,9998.97
45,45,-150,25,0.08,0.004,0.0001,5,2.6426,10002.64
50,40,-50,25,0.08,0.006,0.001,4,14.836,10014.84
40,45,0,10,0.08,0.002,0.0001,8,14.9206,10014.92
50,60,0,25,0.08,0.004,0.0001,2,-16.7055,9983.29
40,50,100,20,0.08,0.008,0.001,2,-9.0335,9990.97
40,60,-50,20,0.08,0.008,0.0005,1,-19.5903,9980.41
45,50,-50,15,0.08,0.004,0.001,1,-25.5825,9974.42
40,50,100,30,0.08,0.004,0.0001,2,-10.7912,9989.21
40,60,-150,15,0.08,0.002,0.0001,6,-0.8458,9999.15
40,45,-150,25,0.08,0.008,0.0005,1,-26.0495,9973.95
45,55,-200,25,0.08,0.002,0.001,6,5.4142,10005.41
45,50,100,25,0.08,0.004,0.0001,2,-13.2973,9986.7
45,45,-50,10,0.08,0.008,0.0005,1,-63.5825,9936.42
50,40,0,10,0.08,0.004,0.001,4,31.2968,10031.3
45,60,-200,25,0.08,0.002,0.0001,5,2.2313,10002.23
45,55,-200,25,0.08,0.008,0.0005,4,21.3786,10021.38
40,45,-150,20,0.08,0.006,0.0001,5,5.5192,10005.52
40,60,-200,15,0.08,0.002,0.001,6,11.2834,10011.28
45,55,-150,15,0.08,0.008,0.0001,1,-26.1595,9973.84
45,50,0,10,0.08,0.008,0.0005,1,-38.8548,9961.15
50,45,-100,25,0.08,0.006,0.001,6,7.1955,10007.2
40,40,-100,25,0.08,0.004,0.0005,5,12.7395,10012.74
50,45,-150,25,0.08,0.002,0.0001,6,6.0156,10006.02
45,50,-100,30,0.08,0.006,0.001,1,-12.7912,9987.21
45,60,-100,10,0.08,0.006,0.0005,1,-43.2885,9956.71
40,40,-200,30,0.08,0.002,0.0001,5,4.5534,10004.55
45,45,100,10,0.08,0.002,0.0005,8,12.576,10012.58
45,40,50,25,0.08,0.008,0.0005,4,2.0423,10002.04
45,50,0,15,0.08,0.002,0.001,5,-8.7099,9991.29
45,55,-150,15,0.08,0.002,0.0001,6,-1.4414,9998.56
50,40,-50,20,0.08,0.004,0.001,4,15.6484,10015.65
50,40,0,20,0.08,0.008,0.0001,4,1.1517,10001.15
50,45,50,15,0.08,0.008,0.0001,1,-42.9047,9957.1
40,60,-100,10,0.08,0.006,0.0001,1,-39.565,9960.44
45,60,-50,25,0.08,0.004,0.0001,1,-17.4685,9982.53
40,60,-150,30,0.08,0.008,0.0001,1,-12.7899,9987.21
45,40,-100,15,0.08,0.004,0.0001,5,20.6646,10020.66
45,55,-50,20,0.08,0.006,0.0001,1,-21.8356,9978.16
50,60,-150,25,0.08,0.008,0.0001,1,-15.6957,9984.3
40,40,-50,30,0.08,0.008,0.0001,4,0.7678,10000.77
45,50,0,10,0.08,0.004,0.001,1,-38.3737,9961.63
45,45,-50,30,0.08,0.004,0.001,6,6.3448,10006.34
50,55,-200,15,0.08,0.006,0.0005,4,3.0522,10003.05
50,55,-150,25,0.08,0.006,0.0005,1,-15.5419,9984.46
45,50,100,15,0.08,0.002,0.0001,4,-18.412,9981.59
50,60,-50,15,0.08,0.008,0.001,1,-28.5398,9971.46
45,60,-200,30,0.08,0.002,0.0001,5,1.8594,10001.86
40,50,-50,20,0.08,0.002,0.0005,5,-4.3616,9995.64
50,50,-200,30,0.08,0.008,0.0001,4,17.0083,10017.01
50,60,50,20,0.08,0.002,0.0001,7,-14.543,9985.46
40,40,-50,25,0.08,0.004,0.0005,5,12.7395,10012.74
45,50,0,25,0.08,0.008,0.001,1,-15.3495,9984.65
50,45,-50,30,0.08,0.002,0.0001,8,5.3172,10005.32
50,45,-200,10,0.08,0.004,0.0001,4,2.0268,10002.03
50,50,100,20,0.08,0.006,0.0005,2,-16.228,9983.77
40,40,-50,25,0.08,0.006,0.0001,5,22.0081,10022.01
40,45,0,20,0.08,0.004,0.0001,4,-1.5507,9998.45
50,50,-50,25,0.08,0.008,0.0001,1,-15.6957,9984.3
45,55,-100,20,0.08,0.006,0.0005,1,-21.6443,9978.36
40,50,0,20,0.08,0.006,0.0005,1,-18.9924,9981.01
45,60,-200,10,0.08,0.002,0.001,6,13.5354,10013.54
40,55,-50,30,0.08,0.002,0.0001,1,-13.1883,9986.81
50,55,-50,20,0.08,0.002,0.0001,1,-21.8356,9978.16
45,40,-200,20,0.08,0.006,0.0005,5,16.5408,10016.54
50,55,0,20,0.08,0.004,0.001,2,-19.4916,9980.51
45,45,-100,25,0.08,0.004,0.001,7,10.4587,10010.46
40,60,-200,30,0.08,0.004,0.001,5,6.624,10006.62
45,55,100,10,0.08,0.004,0.0005,5,-21.3112,9978.69
45,45,-100,25,0.08,0.002,0.0005,7,5.8228,10005.82
45,45,0,10,0.08,0.004,0.0005,4,-1.5018,9998.5
50,55,-150,25,0.08,0.006,0.001,1,-15.3495,9984.65
45,40,-100,30,0.08,0.008,0.001,4,17.7348,10017.73
45,55,-150,20,0.08,0.008,0.0001,1,-19.6196,9980.38
40,60,100,20,0.08,0.002,0.001,3,-22.0892,9977.91
40,45,0,10,0.08,0.008,0.0005,1,-63.5825,9936.42
45,60,-150,15,0.08,0.002,0.0001,6,-1.4414,9998.56
40,40,-100,25,0.08,0.002,0.001,5,10.6896,10010.69
50,60,-50,30,0.08,0.002,0.0001,1,-14.5571,9985.44
40,45,-200,10,0.08,0.006,0.0001,4,14.5653,10014.57
45,45,50,25,0.08,0.008,0.0005,1,-25.433,9974.57
40,60,-100,25,0.08,0.002,0.0001,1,-15.826,9984.17
50,50,0,25,0.08,0.008,0.0001,1,-15.6957,9984.3
40,45,-100,15,0.08,0.008,0.0005,1,-42.3883,9957.61
50,50,0,30,0.08,0.008,0.001,1,-12.7912,9987.21
40,40,50,20,0.08,0.004,0.001,4,15.6484,10015.65
40,40,0,15,0.08,0.002,0.001,5,17.816,10017.82
50,55,-50,10,0.08,0.002,0.001,1,-42.8097,9957.19
40,55,100,15,0.08,0.002,0.0005,14,7.3238,10007.32
40,40,-100,25,0.08,0.008,0.0005,4,2.0423,10002.04
50,50,-200,30,0.08,0.002,0.0005,6,3.5419,10003.54
40,50,100,30,0.08,0.002,0.0001,9,1.2157,10001.22
40,60,0,20,0.08,0.008,0.0005,1,-44.2524,9955.75
40,50,-50,15,0.08,0.002,0.001,6,-4.8423,9995.16
45,60,-150,25,0.08,0.004,0.0001,1,-15.6957,9984.3
50,55,-200,20,0.08,0.002,0.0001,5,2.7892,10002.79
40,50,-150,25,0.08,0.002,0.0005,6,-1.489,9998.51
50,45,-200,10,0.08,0.002,0.0001,5,5.5783,10005.58
40,60,-150,25,0.08,0.008,0.0001,1,-15.3479,9984.65
50,55,0,15,0.08,0.002,0.0001,2,-27.9157,9972.08
40,60,100,30,0.08,0.008,0.001,3,-20.6014,9979.4
45,50,-150,15,0.08,0.008,0.0001,1,-26.1595,9973.84
40,55,-150,30,0.08,0.006,0.0001,1,-12.7899,9987.21
50,45,50,25,0.08,0.006,0.0005,4,4.557,10004.56
50,45,50,30,0.08,0.006,0.0001,4,3.1293,10003.13
50,60,0,15,0.08,0.004,0.0005,2,-27.32,9972.68
40,55,-150,15,0.08,0.008,0.0001,1,-25.5798,9974.42
45,45,-200,20,0.08,0.004,0.0005,4,0.9251,10000.93
50,55,50,25,0.08,0.008,0.0005,4,-22.0545,9977.95
50,45,-100,10,0.08,0.002,0.0001,7,16.1176,10016.12
40,40,-50,20,0.08,0.006,0.0001,5,27.5102,10027.51
45,45,-200,20,0.08,0.008,0.001,4,10.017,10010.02
50,55,-100,20,0.08,0.002,0.001,1,-21.4048,9978.6
45,50,-100,15,0.08,0.002,0.001,8,1.2958,10001.3
45,50,50,10,0.08,0.008,0.0001,2,-21.6206,9978.38
40,55,100,10,0.08,0.004,0.0005,5,-16.9687,9983.03
40,45,-50,15,0.08,0.008,0.0005,1,-42.3883,9957.61
50,45,-50,30,0.08,0.002,0.001,9,4.5628,10004.56
50,50,-150,25,0.08,0.002,0.001,5,-2.6192,9997.38
40,60,50,10,0.08,0.008,0.0001,2,-125.1399,9874.86
40,45,100,30,0.08,0.006,0.0001,4,3.1293,10003.13
45,40,100,10,0.08,0.008,0.0005,4,5.1057,10005.11
50,45,0,30,0.08,0.008,0.0005,1,-21.1942,9978.81
50,60,-50,10,0.08,0.004,0.0005,1,-43.2885,9956.71
50,45,-200,15,0.08,0.004,0.0005,4,2.419,10002.42
40,40,50,25,0.08,0.002,0.0001,6,10.9696,10010.97
45,45,50,20,0.08,0.002,0.0001,8,7.5097,10007.51
50,40,-100,25,0.08,0.006,0.001,4,14.836,10014.84
50,60,0,25,0.08,0.006,0.001,1,-36.8629,9963.14
50,50,100,15,0.08,0.006,0.0005,2,-21.6374,9978.36
45,50,-150,20,0.08,0.008,0.001,1,-19.1869,9980.81
40,45,-100,20,0.08,0.002,0.0001,7,7.5959,10007.6
50,60,0,15,0.08,0.004,0.001,2,-26.6663,9973.33
50,50,0,20,0.08,0.002,0.0001,2,-17.4658,9982.53
45,45,0,20,0.08,0.008,0.001,1,-31.3066,9968.69
40,40,-150,25,0.08,0.006,0.0005,5,16.824,10016.82
50,55,-100,20,0.08,0.006,0.0001,1,-21.8356,9978.16
45,60,-50,30,0.08,0.006,0.0005,1,-14.4295,9985.57
40,50,-200,20,0.08,0.002,0.0001,5,4.4824,10004.48
45,55,-50,10,0.08,0.008,0.001,1,-42.8097,9957.19
45,50,-200,20,0.08,0.004,0.0001,4,1.3716,10001.37
50,50,-100,25,0.08,0.008,0.0005,1,-15.5419,9984.46
45,55,100,25,0.08,0.008,0.0005,4,-25.2875,9974.71
