RSI5,RSI30,CCI,GRID_SIZE,GRID_DISTANCE,PROFIT_TARGET,OFFSET,Trades,ProfitNet,ActualCash
40,50,100,30,0.08,0.004,0.001,2,-11.0265,9988.97
45,55,-50,20,0.08,0.004,0.0001,1,-21.8356,9978.16
40,55,-50,10,0.08,0.002,0.001,6,-6.9256,9993.07
50,40,-150,15,0.08,0.002,0.001,4,16.9172,10016.92
50,50,0,30,0.08,0.002,0.0001,2,-11.6439,9988.36
45,40,-150,30,0.08,0.004,0.0005,5,11.1259,10011.13
50,50,-200,10,0.08,0.004,0.001,5,18.7371,10018.74
50,40,-50,20,0.08,0.004,0.0005,5,15.9244,10015.92
45,60,-50,10,0.08,0.002,0.0001,1,-43.6712,9956.33
45,60,-200,20,0.08,0.004,0.0005,4,0.9251,10000.93
45,55,-50,20,0.08,0.004,0.0005,1,-21.6443,9978.36
50,45,-50,30,0.08,0.004,0.001,6,6.3448,10006.34
45,40,-150,25,0.08,0.002,0.001,4,10.1503,10010.15
45,45,-100,10,0.08,0.002,0.0001,7,15.1854,10015.19
40,60,50,20,0.08,0.006,0.0005,3,-33.2436,9966.76
40,45,0,30,0.08,0.002,0.0005,8,4.2759,10004.28
45,40,-50,10,0.08,0.004,0.0005,5,31.8488,10031.85
45,55,50,20,0.08,0.006,0.001,3,-17.8828,9982.12
40,60,50,15,0.08,0.004,0.001,3,-26.5602,9973.44
50,55,-50,15,0.08,0.006,0.0001,1,-29.1142,9970.89
50,45,-200,30,0.08,0.002,0.0001,5,1.8594,10001.86
50,45,100,15,0.08,0.006,0.0005,4,7.595,10007.6
50,60,-50,15,0.08,0.004,0.0005,1,-28.859,9971.14
45,45,-50,30,0.08,0.006,0.0005,4,3.7975,10003.8
40,40,-50,30,0.08,0.006,0.0005,5,13.9633,10013.96
50,55,-50,25,0.08,0.002,0.0005,1,-17.3154,9982.68
45,45,-100,15,0.08,0.008,0.0005,1,-42.3883,9957.61
40,55,-50,30,0.08,0.002,0.0005,5,-3.3234,9996.68
45,60,-50,20,0.08,0.008,0.0005,1,-21.6443,9978.36
40,60,-200,30,0.08,0.008,0.0001,4,17.0083,10017.01
45,45,100,20,0.08,0.002,0.001,8,5.7599,10005.76
45,40,-200,15,0.08,0.004,0.0005,5,15.865,10015.86
45,45,0,20,0.08,0.004,0.0005,4,-0.7509,9999.25
45,40,-50,10,0.08,0.008,0.0005,4,5.1057,10005.11
50,45,0,15,0.08,0.008,0.001,1,-41.7422,9958.26
45,40,-100,25,0.08,0.006,0.0005,5,16.756,10016.76
50,40,50,30,0.08,0.004,0.001,4,10.4323,10010.43
40,40,-150,15,0.08,0.008,0.001,4,34.7308,10034.73
50,40,-200,20,0.08,0.006,0.001,4,13.78,10013.78
40,55,50,10,0.08,0.004,0.001,3,-40.1438,9959.86
50,60,-50,20,0.08,0.008,0.0001,1,-21.8356,9978.16
40,60,0,30,0.08,0.008,0.0001,1,-29.7565,9970.24
50,55,100,10,0.08,0.002,0.001,5,-30.5739,9969.43
50,55,100,25,0.08,0.008,0.0005,4,-25.9329,9974.07
50,40,50,30,0.08,0.002,0.0001,6,9.3713,10009.37
40,60,0,30,0.08,0.002,0.0001,2,-15.3308,9984.67
45,60,-100,10,0.08,0.002,0.0001,1,-43.6712,9956.33
50,50,0,10,0.08,0.008,0.001,1,-38.3737,9961.63
45,60,0,10,0.08,0.002,0.0001,2,-41.7635,9958.24
45,55,50,10,0.08,0.008,0.001,3,-21.6493,9978.35
40,40,-100,15,0.08,0.008,0.0001,4,1.5356,10001.54
40,45,50,25,0.08,0.006,0.0001,4,3.7551,10003.76
45,40,50,10,0.08,0.008,0.0005,4,5.1057,10005.11
40,60,-100,15,0.08,0.004,0.0001,1,-26.3766,9973.62
50,60,0,15,0.08,0.004,0.0001,2,-27.8424,9972.16
40,60,50,15,0.08,0.002,0.0005,6,-22.0073,9977.99
45,40,100,30,0.08,0.002,0.0001,6,9.3713,10009.37
50,45,-100,20,0.08,0.002,0.0001,7,8.0588,10008.06
45,50,-150,15,0.08,0.008,0.001,1,-25.5825,9974.42
50,60,-100,15,0.08,0.006,0.0005,1,-28.859,9971.14
50,40,50,20,0.08,0.008,0.0005,4,2.5528,10002.55
50,40,-100,20,0.08,0.004,0.001,4,15.6484,10015.65
45,45,0,30,0.08,0.006,0.001,4,4.4051,10004.41
45,55,-100,10,0.08,0.004,0.001,1,-42.8097,9957.19
50,60,-50,20,0.08,0.006,0.001,1,-21.4048,9978.6
45,45,-50,10,0.08,0.008,0.0001,1,-64.3571,9935.64
45,45,100,10,0.08,0.002,0.001,8,11.5197,10011.52
45,55,50,30,0.08,0.008,0.0001,4,-18.6338,9981.37
45,40,-150,30,0.08,0.008,0.001,4,20.7131,10020.71
45,40,100,30,0.08,0.004,0.0001,5,10.3323,10010.33
50,60,0,15,0.08,0.008,0.0001,1,-62.5829,9937.42
40,60,-50,20,0.08,0.004,0.0005,1,-19.5903,9980.41
40,50,-100,20,0.08,0.004,0.0005,1,-18.9924,9981.01
40,55,50,15,0.08,0.004,0.001,3,-26.7625,9973.24
50,60,50,10,0.08,0.006,0.001,4,-71.0871,9928.91
40,50,-100,15,0.08,0.006,0.0005,1,-25.3233,9974.68
50,40,-50,10,0.08,0.008,0.0001,4,2.3033,10002.3
40,55,0,15,0.08,0.004,0.0005,2,-23.0825,9976.92
50,60,-100,10,0.08,0.006,0.0005,1,-43.2885,9956.71
40,60,-150,20,0.08,0.006,0.001,1,-18.7517,9981.25
45,60,-50,10,0.08,0.006,0.0001,1,-43.6712,9956.33
45,40,-100,25,0.08,0.008,0.0001,4,0.9213,10000.92
50,45,-50,20,0.08,0.004,0.001,6,9.5173,10009.52
50,40,-150,25,0.08,0.002,0.0005,5,10.8513,10010.85
50,45,0,20,0.08,0.004,0.0005,4,-0.7509,9999.25
45,40,-50,25,0.08,0.002,0.001,5,11.3874,10011.39
40,45,100,25,0.08,0.006,0.0005,4,4.557,10004.56
40,55,50,20,0.08,0.006,0.0001,4,-23.5643,9976.44
45,40,50,20,0.08,0.002,0.001,5,14.2342,10014.23
40,60,-50,10,0.08,0.004,0.0001,1,-39.565,9960.44
45,50,-200,15,0.08,0.004,0.0005,4,1.2335,10001.23
50,55,50,30,0.08,0.006,0.0001,4,-20.0727,9979.93
45,40,100,15,0.08,0.004,0.0005,5,21.2325,10021.23
40,40,-150,30,0.08,0.006,0.0005,5,14.02,10014.02
50,55,-150,30,0.08,0.008,0.001,1,-12.7912,9987.21
40,50,-50,15,0.08,0.004,0.0005,1,-25.3233,9974.68
45,40,-100,20,0.08,0.004,0.0001,5,15.4984,10015.5
40,40,100,15,0.08,0.002,0.0001,6,18.2827,10018.28
40,45,-200,20,0.08,0.002,0.001,6,8.4625,10008.46
50,40,50,20,0.08,0.008,0.0001,4,1.1517,10001.15
45,40,0,30,0.08,0.004,0.001,4,10.4323,10010.43
50,55,-150,15,0.08,0.004,0.0005,1,-25.9032,9974.1
50,50,-50,10,0.08,0.004,0.001,1,-38.3737,9961.63
45,60,0,10,0.08,0.002,0.0005,2,-41.2046,9958.8
40,50,-200,10,0.08,0.002,0.0001,5,8.9649,10008.96
40,40,-150,25,0.08,0.004,0.0005,5,13.0784,10013.08
50,45,-150,15,0.08,0.008,0.0005,1,-43.4158,9956.58
45,40,-50,30,0.08,0.002,0.0005,6,9.9064,10009.91
45,60,-150,10,0.08,0.004,0.001,1,-38.3737,9961.63
45,60,-100,15,0.08,0.008,0.0001,1,-29.1142,9970.89
45,55,0,10,0.08,0.006,0.001,2,-36.3928,9963.61
45,45,0,20,0.08,0.006,0.0005,4,5.6963,10005.7
40,55,0,10,0.08,0.008,0.0005,1,-88.5048,9911.5
40,45,-200,10,0.08,0.002,0.0001,5,8.9649,10008.96
40,60,100,20,0.08,0.004,0.0005,5,-8.3326,9991.67
45,60,-100,15,0.08,0.002,0.0005,1,-28.859,9971.14
40,50,-150,20,0.08,0.008,0.0005,1,-18.9924,9981.01
40,45,-150,30,0.08,0.006,0.0005,4,1.6687,10001.67
45,50,50,25,0.08,0.006,0.0001,2,-8.6482,9991.35
45,60,0,10,0.08,0.006,0.001,1,-92.1572,9907.84
40,45,-50,10,0.08,0.006,0.0001,4,9.3878,10009.39
50,45,-150,25,0.08,0.008,0.0005,1,-26.0495,9973.95
50,50,-150,30,0.08,0.006,0.001,1,-12.7912,9987.21
40,45,-200,15,0.08,0.006,0.0005,4,2.8968,10002.9
40,50,100,25,0.08,0.006,0.0001,2,-8.3004,9991.7
40,50,100,15,0.08,0.008,0.0005,2,-13.0392,9986.96
50,40,100,30,0.08,0.002,0.001,5,9.4895,10009.49
50,55,0,15,0.08,0.006,0.001,2,-24.2619,9975.74
40,45,0,25,0.08,0.002,0.0005,8,5.1311,10005.13
40,60,50,30,0.08,0.004,0.001,3,-13.2801,9986.72
40,50,-100,10,0.08,0.008,0.0005,1,-37.9849,9962.02
50,40,100,10,0.08,0.008,0.001,4,53.2044,10053.2
45,55,-200,30,0.08,0.002,0.0005,6,3.7405,10003.74
50,55,50,10,0.08,0.006,0.0005,5,-16.8961,9983.1
50,50,100,30,0.08,0.004,0.0005,2,-11.6052,9988.39
50,60,50,30,0.08,0.006,0.0005,3,-23.698,9976.3
40,60,-100,30,0.08,0.002,0.0001,1,-13.1883,9986.81
50,40,-150,15,0.08,0.006,0.001,4,23.5773,10023.58
50,55,-100,20,0.08,0.002,0.0005,1,-21.6443,9978.36
45,55,50,20,0.08,0.006,0.0001,4,-28.346,9971.65
45,55,0,20,0.08,0.002,0.001,2,-20.0547,9979.95
45,40,50,20,0.08,0.008,0.001,4,26.6022,10026.6
50,45,-50,15,0.08,0.008,0.0001,1,-42.9047,9957.1
45,55,-100,20,0.08,0.006,0.001,1,-21.4048,9978.6
45,40,100,25,0.08,0.004,0.001,4,12.5187,10012.52
50,45,-200,25,0.08,0.002,0.001,6,5.1757,10005.18
50,50,-200,25,0.08,0.008,0.001,4,21.8675,10021.87
40,45,-150,15,0.08,0.002,0.0005,6,9.8916,10009.89
50,45,100,15,0.08,0.002,0.001,9,9.1256,10009.13
40,45,100,20,0.08,0.006,0.001,4,6.6077,10006.61
40,60,-200,15,0.08,0.008,0.0005,4,35.631,10035.63
50,50,-150,20,0.08,0.002,0.0001,6,-1.081,9998.92
50,60,50,10,0.08,0.004,0.0005,5,-24.5689,9975.43
45,40,-150,10,0.08,0.006,0.0005,5,47.4116,10047.41
40,45,0,10,0.08,0.004,0.001,6,19.0345,10019.03
40,55,-200,20,0.08,0.002,0.001,6,8.4625,10008.46
40,60,0,25,0.08,0.006,0.001,1,-35.0192,9964.98
40,55,-100,25,0.08,0.006,0.0005,1,-15.6722,9984.33
50,40,50,15,0.08,0.008,0.0001,4,1.5356,10001.54
40,45,-50,15,0.08,0.002,0.001,8,9.1634,10009.16
40,55,-200,15,0.08,0.008,0.0005,4,35.631,10035.63
40,40,-200,15,0.08,0.008,0.0001,4,19.1206,10019.12
45,50,100,25,0.08,0.008,0.0005,2,-8.1715,9991.83
50,50,50,10,0.08,0.006,0.0005,2,-32.4561,9967.54
50,45,0,10,0.08,0.004,0.0005,4,-1.5018,9998.5
45,60,-150,10,0.08,0.008,0.0001,1,-39.2393,9960.76
45,40,0,25,0.08,0.008,0.0001,4,0.9213,10000.92
40,40,0,20,0.08,0.004,0.0001,5,15.4984,10015.5
40,60,-50,25,0.08,0.002,0.0001,1,-15.826,9984.17
45,40,0,15,0.08,0.006,0.001,4,24.7267,10024.73
45,40,-50,25,0.08,0.002,0.0001,6,11.2456,10011.25
45,55,50,30,0.08,0.008,0.001,3,-7.2164,9992.78
40,45,-100,25,0.08,0.006,0.0005,4,4.2015,10004.2
40,60,-50,30,0.08,0.004,0.0005,1,-13.0602,9986.94
50,50,0,30,0.08,0.004,0.001,1,-12.7912,9987.21
50,50,-150,15,0.08,0.006,0.001,1,-25.5825,9974.42
50,45,-50,20,0.08,0.006,0.0005,4,5.6963,10005.7
40,55,100,10,0.08,0.002,0.0001,5,-28.337,9971.66
50,55,-50,20,0.08,0.004,0.001,1,-21.4048,9978.6
40,50,-150,25,0.08,0.004,0.0005,1,-15.194,9984.81
50,40,0,15,0.08,0.008,0.0001,4,1.5356,10001.54
40,60,-100,25,0.08,0.004,0.001,1,-15.4799,9984.52
40,50,100,15,0.08,0.006,0.001,2,-20.4006,9979.6
45,40,-150,15,0.08,0.004,0.0005,5,22.2519,10022.25
40,50,50,20,0.08,0.002,0.0005,9,3.2831,10003.28
50,60,50,20,0.08,0.004,0.0005,5,-12.2845,9987.72
40,45,-150,10,0.08,0.006,0.001,4,7.0105,10007.01
40,55,-150,25,0.08,0.004,0.0001,1,-15.3479,9984.65
50,60,-50,25,0.08,0.004,0.0001,1,-17.4685,9982.53
50,60,-150,10,0.08,0.006,0.0001,1,-39.2393,9960.76
50,55,0,20,0.08,0.002,0.0005,2,-20.5449,9979.46
45,40,0,20,0.08,0.002,0.0001,6,14.057,10014.06
45,55,-50,30,0.08,0.008,0.0001,1,-14.5571,9985.44
40,50,-100,30,0.08,0.008,0.0005,1,-12.6616,9987.34
45,60,-200,30,0.08,0.008,0.001,4,6.678,10006.68
45,40,100,20,0.08,0.006,0.0005,5,20.945,10020.95
45,50,50,30,0.08,0.008,0.0001,2,-7.2069,9992.79
45,40,-100,10,0.08,0.008,0.0005,4,5.1057,10005.11
45,60,50,15,0.08,0.006,0.0005,3,-47.396,9952.6
50,40,-50,25,0.08,0.006,0.0005,5,16.756,10016.76
45,60,0,20,0.08,0.002,0.0005,2,-20.6023,9979.4
45,55,-50,25,0.08,0.008,0.0005,1,-17.3154,9982.68
40,45,-50,30,0.08,0.008,0.0005,1,-21.1942,9978.81
50,45,0,25,0.08,0.004,0.0001,4,-1.2406,9998.76
50,55,100,10,0.08,0.008,0.001,4,-65.0684,9934.93
45,55,-100,30,0.08,0.008,0.001,1,-14.2699,9985.73
50,55,-200,15,0.08,0.002,0.0005,6,7.0837,10007.08
50,60,100,10,0.08,0.006,0.0005,3,-68.7628,9931.24
40,60,100,10,0.08,0.008,0.001,3,-61.8042,9938.2
40,40,-50,20,0.08,0.006,0.0005,5,20.945,10020.95
40,45,50,20,0.08,0.004,0.0005,4,-0.7509,9999.25
50,60,-100,30,0.08,0.002,0.0001,1,-14.5571,9985.44
50,45,-150,20,0.08,0.006,0.001,4,3.5052,10003.51
50,45,-50,10,0.08,0.008,0.0001,1,-64.3571,9935.64
40,40,-100,30,0.08,0.002,0.0005,6,9.4032,10009.4
45,40,-150,25,0.08,0.008,0.001,4,24.8557,10024.86
50,60,100,30,0.08,0.004,0.0001,5,-7.2902,9992.71
50,55,-150,20,0.08,0.002,0.0001,6,-1.081,9998.92
40,55,-100,30,0.08,0.006,0.0005,1,-13.0602,9986.94
45,60,-150,15,0.08,0.002,0.001,5,-4.3653,9995.63
50,40,-200,30,0.08,0.004,0.0001,5,7.8551,10007.86
50,55,0,10,0.08,0.008,0.0005,1,-91.929,9908.07
50,60,100,20,0.08,0.002,0.0005,5,-17.5461,9982.45
40,55,-50,25,0.08,0.008,0.0005,1,-15.6722,9984.33
50,45,-100,30,0.08,0.006,0.0005,4,3.5012,10003.5
50,55,-100,10,0.08,0.008,0.001,1,-42.8097,9957.19
50,50,-100,25,0.08,0.004,0.0005,1,-15.5419,9984.46
50,50,50,20,0.08,0.004,0.0001,2,-16.6216,9983.38
40,45,50,20,0.08,0.004,0.0001,4,-1.5507,9998.45
45,60,-150,10,0.08,0.008,0.0005,1,-38.8548,9961.15
45,45,50,20,0.08,0.006,0.0001,4,4.6939,10004.69
50,55,0,25,0.08,0.004,0.0001,2,-15.2641,9984.74
45,45,-50,20,0.08,0.006,0.0001,4,4.6939,10004.69
45,45,-150,30,0.08,0.002,0.001,5,3.286,10003.29
40,50,-200,15,0.08,0.004,0.0005,4,1.2335,10001.23
40,55,-200,30,0.08,0.008,0.0001,4,17.0083,10017.01
45,45,-50,10,0.08,0.002,0.0005,8,12.576,10012.58
50,55,50,30,0.08,0.004,0.0005,5,-7.6213,9992.38
45,60,0,25,0.08,0.002,0.001,2,-16.0897,9983.91
45,40,0,15,0.08,0.008,0.0001,4,1.5356,10001.54
45,50,50,25,0.08,0.004,0.0005,2,-13.9262,9986.07
50,40,50,10,0.08,0.006,0.0001,5,55.0203,10055.02
40,40,50,10,0.08,0.002,0.0001,6,27.424,10027.42
45,55,100,10,0.08,0.004,0.001,3,-36.033,9963.97
40,45,50,10,0.08,0.002,0.0005,8,12.8277,10012.83
45,45,-200,30,0.08,0.006,0.001,4,2.1165,10002.12
40,60,100,20,0.08,0.004,0.0001,5,-9.3294,9990.67
45,45,-100,10,0.08,0.006,0.001,6,18.1111,10018.11
40,50,-150,30,0.08,0.002,0.0005,6,-1.2408,9998.76
45,50,100,10,0.08,0.008,0.001,2,-18.9374,9981.06
50,40,-200,15,0.08,0.004,0.0001,5,15.7102,10015.71
40,40,-200,10,0.08,0.008,0.0001,4,28.6809,10028.68
50,40,0,10,0.08,0.004,0.0005,5,31.8488,10031.85
45,60,-200,10,0.08,0.004,0.0005,4,1.8502,10001.85
45,55,-200,20,0.08,0.002,0.0005,6,5.6108,10005.61
40,45,-200,20,0.08,0.002,0.0001,5,4.4824,10004.48
40,55,0,25,0.08,0.002,0.0001,2,-14.6146,9985.39
50,40,-200,25,0.08,0.008,0.001,4,31.4796,10031.48
45,50,-200,15,0.08,0.008,0.001,4,13.356,10013.36
50,50,-150,10,0.08,0.002,0.0001,6,-2.1621,9997.84
45,60,50,10,0.08,0.004,0.0001,5,-20.5925,9979.41
50,50,-150,15,0.08,0.008,0.001,1,-25.5825,9974.42
45,55,0,15,0.08,0.008,0.0001,1,-61.7949,9938.21
40,45,-200,10,0.08,0.002,0.001,6,16.925,10016.93
50,55,100,30,0.08,0.004,0.0001,5,-6.0844,9993.92
50,60,50,20,0.08,0.006,0.001,4,-35.5435,9964.46
50,40,0,30,0.08,0.008,0.001,4,17.7348,10017.73
40,50,-50,30,0.08,0.004,0.001,1,-12.5011,9987.5
45,40,0,15,0.08,0.006,0.0005,5,27.9267,10027.93
50,60,0,10,0.08,0.004,0.0001,2,-41.7637,9958.24
45,60,-50,10,0.08,0.008,0.0005,1,-43.2885,9956.71
50,55,-50,15,0.08,0.008,0.0001,1,-29.1142,9970.89
40,40,-50,30,0.08,0.006,0.001,4,12.3633,10012.36
50,50,-100,10,0.08,0.002,0.0005,2,-33.8176,9966.18
50,45,100,10,0.08,0.006,0.0005,4,11.3926,10011.39
40,60,0,25,0.08,0.004,0.0005,2,-13.8495,9986.15
40,55,-200,25,0.08,0.002,0.0005,6,5.8438,10005.84
45,45,-200,20,0.08,0.002,0.0005,6,5.6108,10005.61
50,40,50,15,0.08,0.002,0.0001,6,18.7426,10018.74
40,40,-150,30,0.08,0.004,0.0005,5,10.8986,10010.9
50,40,50,20,0.08,0.002,0.0001,6,14.057,10014.06
45,50,100,25,0.08,0.006,0.0001,2,-8.6482,9991.35
40,45,50,25,0.08,0.006,0.0005,4,4.557,10004.56
50,55,-50,30,0.08,0.004,0.0005,1,-14.4295,9985.57
40,50,-150,20,0.08,0.004,0.001,1,-18.7517,9981.25
45,60,-200,10,0.08,0.002,0.0001,5,5.5783,10005.58
40,50,-100,10,0.08,0.002,0.001,7,-0.8583,9999.14
40,55,-200,10,0.08,0.002,0.0005,6,14.6095,10014.61
45,60,50,10,0.08,0.002,0.001,6,-27.5977,9972.4
45,40,0,30,0.08,0.002,0.001,5,9.4895,10009.49
45,60,100,20,0.08,0.004,0.0005,5,-8.1343,9991.87
45,40,-100,15,0.08,0.006,0.0005,5,27.9267,10027.93
45,55,-200,25,0.08,0.006,0.0005,4,1.7381,10001.74
45,60,-100,30,0.08,0.004,0.0005,1,-14.4295,9985.57
45,60,-150,20,0.08,0.004,0.0005,1,-19.4274,9980.57
40,60,50,15,0.08,0.004,0.0005,5,-14.1583,9985.84
45,55,100,15,0.08,0.008,0.0001,4,-43.4625,9956.54
50,40,50,15,0.08,0.004,0.0001,5,20.6646,10020.66
40,50,50,25,0.08,0.006,0.001,2,-12.2404,9987.76
45,50,-50,15,0.08,0.008,0.0005,1,-25.9032,9974.1
40,55,50,10,0.08,0.002,0.0005,14,17.157,10017.16
50,45,0,30,0.08,0.002,0.001,9,4.5628,10004.56
45,60,100,15,0.08,0.008,0.001,3,-44.1965,9955.8
40,50,0,25,0.08,0.002,0.001,6,-3.9668,9996.03
40,45,-100,20,0.08,0.006,0.0005,4,5.2519,10005.25
50,50,100,30,0.08,0.004,0.0001,2,-11.0811,9988.92
45,55,-200,25,0.08,0.004,0.0001,4,1.0973,10001.1
45,45,0,20,0.08,0.002,0.0001,8,7.5097,10007.51
45,60,100,15,0.08,0.006,0.0005,3,-45.8418,9954.16
45,40,-150,20,0.08,0.004,0.0005,5,16.6889,10016.69
50,55,-150,20,0.08,0.004,0.0001,1,-19.6196,9980.38
45,40,-50,25,0.08,0.002,0.0005,6,11.8877,10011.89
45,40,50,25,0.08,0.008,0.0001,4,0.9213,10000.92
50,45,-50,10,0.08,0.006,0.001,4,13.2154,10013.22
50,45,-100,10,0.08,0.008,0.0005,1,-63.5825,9936.42
45,60,-50,30,0.08,0.004,0.0001,1,-14.5571,9985.44
40,50,100,15,0.08,0.004,0.001,2,-22.053,9977.95
45,55,0,30,0.08,0.008,0.0005,1,-30.643,9969.36
50,40,-50,20,0.08,0.006,0.001,4,18.545,10018.55
45,60,-50,10,0.08,0.006,0.0005,1,-43.2885,9956.71
45,45,50,10,0.08,0.006,0.0005,4,11.3926,10011.39
45,45,-50,15,0.08,0.008,0.001,1,-41.7422,9958.26
50,55,-200,15,0.08,0.008,0.0005,4,35.631,10035.63
50,40,0,10,0.08,0.008,0.001,4,53.2044,10053.2
45,50,-100,20,0.08,0.006,0.0001,1,-19.6196,9980.38
50,55,-50,25,0.08,0.006,0.0005,1,-17.3154,9982.68
45,45,-150,30,0.08,0.006,0.001,4,2.3368,10002.34
40,55,0,25,0.08,0.008,0.0001,1,-35.7078,9964.29
40,60,0,25,0.08,0.002,0.0001,2,-18.397,9981.6
50,45,-150,10,0.08,0.004,0.0005,4,1.2044,10001.2
50,55,-100,25,0.08,0.006,0.0001,1,-17.4685,9982.53
40,60,-50,30,0.08,0.004,0.001,1,-12.8999,9987.1
45,55,-200,10,0.08,0.004,0.001,5,16.4825,10016.48
40,40,50,30,0.08,0.008,0.0001,4,0.7678,10000.77
45,45,-150,20,0.08,0.002,0.001,5,4.929,10004.93
50,60,-100,20,0.08,0.006,0.0001,1,-21.8356,9978.16
45,50,-50,10,0.08,0.004,0.0001,1,-39.2393,9960.76
45,50,-50,25,0.08,0.006,0.0001,1,-15.6957,9984.3
40,50,100,25,0.08,0.008,0.0005,2,-7.8235,9992.18
45,60,0,25,0.08,0.002,0.0005,2,-16.4819,9983.52
40,40,50,10,0.08,0.004,0.0001,5,30.9969,10031.0
50,60,-200,30,0.08,0.004,0.0005,4,1.2095,10001.21
45,60,50,20,0.08,0.008,0.0005,2,-61.5945,9938.41
50,45,-50,20,0.08,0.008,0.0005,1,-31.7912,9968.21
45,45,-50,15,0.08,0.006,0.0005,4,7.595,10007.6
40,45,100,25,0.08,0.006,0.0001,4,3.7551,10003.76
45,55,0,10,0.08,0.006,0.0001,1,-92.6923,9907.31
40,45,100,25,0.08,0.002,0.0001,8,5.9682,10005.97
50,40,-150,30,0.08,0.002,0.0001,5,8.6414,10008.64
45,55,100,15,0.08,0.008,0.001,3,-21.2339,9978.77
40,40,-100,10,0.08,0.004,0.001,4,31.2968,10031.3
40,50,50,25,0.08,0.004,0.0005,2,-13.5782,9986.42
45,50,100,30,0.08,0.008,0.0005,2,-6.8096,9993.19
40,55,-200,10,0.08,0.004,0.0005,4,1.8502,10001.85
40,45,-50,15,0.08,0.002,0.0001,8,9.9471,10009.95
45,60,-150,10,0.08,0.006,0.0001,1,-39.2393,9960.76
50,60,-50,15,0.08,0.008,0.0005,1,-28.859,9971.14
45,45,0,15,0.08,0.002,0.0005,8,8.384,10008.38
50,50,-150,10,0.08,0.004,0.001,1,-38.3737,9961.63
45,50,50,15,0.08,0.004,0.0005,2,-23.2103,9976.79
40,45,-50,30,0.08,0.008,0.0001,1,-21.4524,9978.55
45,45,-100,30,0.08,0.004,0.0001,6,2.8123,10002.81
50,40,-100,30,0.08,0.004,0.0001,5,10.3323,10010.33
50,60,50,25,0.08,0.006,0.0001,3,-24.5773,9975.42
45,45,-150,15,0.08,0.002,0.001,5,6.572,10006.57
45,60,-50,25,0.08,0.002,0.0005,1,-17.3154,9982.68
50,40,-50,30,0.08,0.004,0.0005,5,10.6163,10010.62
40,40,0,30,0.08,0.006,0.0001,5,18.3401,10018.34
50,50,-200,15,0.08,0.006,0.0001,4,9.8655,10009.87
40,45,-100,15,0.08,0.006,0.001,6,17.4359,10017.44
40,60,0,10,0.08,0.004,0.0001,2,-35.41,9964.59
45,40,0,15,0.08,0.002,0.001,5,18.979,10018.98
50,55,0,10,0.08,0.004,0.0005,2,-39.2888,9960.71
40,45,50,15,0.08,0.006,0.001,4,8.8103,10008.81
45,55,-50,15,0.08,0.004,0.0001,1,-29.1142,9970.89
50,60,-100,15,0.08,0.002,0.001,1,-28.5398,9971.46
50,50,100,10,0.08,0.002,0.0001,5,-20.6118,9979.39
45,55,0,20,0.08,0.008,0.0005,1,-45.9645,9954.04
50,60,-150,25,0.08,0.008,0.001,1,-15.3495,9984.65
45,40,50,30,0.08,0.004,0.001,4,10.4323,10010.43
50,55,-100,10,0.08,0.008,0.0001,1,-43.6712,9956.33
40,40,100,15,0.08,0.004,0.0005,5,21.2325,10021.23
45,45,-100,15,0.08,0.004,0.001,7,17.4312,10017.43
40,45,-200,25,0.08,0.004,0.0001,4,1.0973,10001.1
45,40,50,10,0.08,0.004,0.0001,5,30.9969,10031.0
45,45,100,30,0.08,0.006,0.001,4,4.4051,10004.41
45,50,-100,10,0.08,0.008,0.0005,1,-38.8548,9961.15
45,55,-100,30,0.08,0.002,0.0001,1,-14.5571,9985.44
40,50,50,30,0.08,0.004,0.0005,2,-11.3152,9988.68
40,60,50,15,0.08,0.006,0.001,3,-24.3819,9975.62
50,55,-50,15,0.08,0.004,0.0005,1,-28.859,9971.14
45,55,-200,15,0.08,0.004,0.0001,4,1.8289,10001.83
50,55,-200,25,0.08,0.008,0.0001,4,20.41,10020.41
40,55,-50,20,0.08,0.008,0.001,1,-19.3499,9980.65
40,55,-100,15,0.08,0.002,0.0001,1,-26.3766,9973.62
40,55,-100,30,0.08,0.006,0.0001,1,-13.1883,9986.81
40,45,-50,25,0.08,0.008,0.0005,1,-25.433,9974.57
50,45,100,15,0.08,0.002,0.0001,8,10.6344,10010.63
50,55,50,25,0.08,0.008,0.0001,4,-23.0058,9976.99
50,50,-200,25,0.08,0.002,0.0001,5,2.2313,10002.23
40,60,0,30,0.08,0.004,0.0005,2,-11.5413,9988.46
45,60,0,30,0.08,0.006,0.001,1,-30.7191,9969.28
50,45,-100,25,0.08,0.002,0.0005,7,5.9623,10005.96
40,50,50,20,0.08,0.006,0.001,2,-15.3005,9984.7
40,60,-50,25,0.08,0.006,0.0001,1,-15.826,9984.17
45,55,100,30,0.08,0.008,0.0001,4,-21.7312,9978.27
40,60,100,25,0.08,0.004,0.0005,5,-6.6661,9993.33
45,55,100,25,0.08,0.006,0.001,3,-13.3733,9986.63
40,60,100,30,0.08,0.004,0.0001,5,-6.2196,9993.78
50,60,-200,20,0.08,0.006,0.001,4,2.8161,10002.82
45,60,-200,20,0.08,0.006,0.0005,4,2.1726,10002.17
45,40,0,15,0.08,0.004,0.0005,5,21.2325,10021.23
50,40,0,25,0.08,0.002,0.0005,6,11.8877,10011.89
