[2025-05-13 05:03:14] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:03:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:03:14] PID 13 | 185.00 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:03:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:03:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:03:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:04:14] 📊 Всего Python-памяти: 1550.09 MB
[2025-05-13 05:04:14] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:04:14] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:04:14] PID 9 | 188.88 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:04:14] PID 10 | 199.52 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:04:14] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:04:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:04:14] PID 13 | 185.00 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:04:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:04:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:04:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:05:14] 📊 Всего Python-памяти: 1552.42 MB
[2025-05-13 05:05:14] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:05:14] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:05:14] PID 9 | 189.09 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:05:14] PID 10 | 201.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:05:14] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:05:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:05:14] PID 13 | 185.00 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:05:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:05:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:05:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:06:14] 📊 Всего Python-памяти: 1552.82 MB
[2025-05-13 05:06:14] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:06:14] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:06:14] PID 9 | 189.21 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:06:14] PID 10 | 201.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:06:14] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:06:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:06:14] PID 13 | 185.41 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:06:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:06:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:06:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:07:14] 📊 Всего Python-памяти: 1549.91 MB
[2025-05-13 05:07:14] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:07:14] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:07:14] PID 9 | 185.94 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:07:14] PID 10 | 201.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:07:14] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:07:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:07:14] PID 13 | 185.64 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:07:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:07:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:07:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:08:14] 📊 Всего Python-памяти: 1552.67 MB
[2025-05-13 05:08:14] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:08:14] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:08:14] PID 9 | 188.56 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:08:14] PID 10 | 201.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:08:14] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:08:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:08:14] PID 13 | 185.91 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:08:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:08:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:08:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:09:14] 📊 Всего Python-памяти: 1553.23 MB
[2025-05-13 05:09:14] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:09:14] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:09:14] PID 9 | 188.86 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:09:14] PID 10 | 201.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:09:14] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:09:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:09:14] PID 13 | 186.04 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:09:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:09:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:09:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:10:14] 📊 Всего Python-памяти: 1553.38 MB
[2025-05-13 05:10:14] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:10:14] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:10:14] PID 9 | 189.12 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:10:14] PID 10 | 201.52 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:10:14] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:10:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:10:14] PID 13 | 186.05 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:10:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:10:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:10:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:11:14] 📊 Всего Python-памяти: 1549.44 MB
[2025-05-13 05:11:14] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:11:14] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:11:14] PID 9 | 185.00 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:11:14] PID 10 | 201.52 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:11:14] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:11:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:11:14] PID 13 | 186.10 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:11:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:11:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:11:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:12:14] 📊 Всего Python-памяти: 1554.23 MB
[2025-05-13 05:12:14] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:12:14] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:12:14] PID 9 | 189.89 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:12:14] PID 10 | 201.52 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:12:14] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:12:14] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:12:14] PID 13 | 186.12 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:12:14] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:12:14] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:12:14] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:13:14] 📊 Всего Python-памяти: 1554.32 MB
[2025-05-13 05:13:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:13:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:13:15] PID 9 | 189.81 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:13:15] PID 10 | 201.52 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:13:15] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:13:15] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:13:15] PID 13 | 186.17 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:13:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:13:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:13:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:14:15] 📊 Всего Python-памяти: 1552.39 MB
[2025-05-13 05:14:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:14:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:14:15] PID 9 | 186.02 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:14:15] PID 10 | 203.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:14:15] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:14:15] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:14:15] PID 13 | 186.17 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:14:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:14:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:14:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:15:15] 📊 Всего Python-памяти: 1555.84 MB
[2025-05-13 05:15:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:15:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:15:15] PID 9 | 189.35 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:15:15] PID 10 | 203.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:15:15] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:15:15] PID 12 | 195.13 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:15:15] PID 13 | 186.17 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:15:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:15:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:15:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:16:15] 📊 Всего Python-памяти: 1556.68 MB
[2025-05-13 05:16:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:16:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:16:15] PID 9 | 190.04 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:16:15] PID 10 | 203.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:16:15] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:16:15] PID 12 | 195.12 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:16:15] PID 13 | 186.44 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:16:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:16:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:16:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:17:15] 📊 Всего Python-памяти: 1556.78 MB
[2025-05-13 05:17:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:17:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:17:15] PID 9 | 190.02 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:17:15] PID 10 | 203.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:17:15] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:17:15] PID 12 | 195.12 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:17:15] PID 13 | 186.44 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:17:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:17:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:17:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:18:15] 📊 Всего Python-памяти: 1556.74 MB
[2025-05-13 05:18:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:18:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:18:15] PID 9 | 190.10 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:18:15] PID 10 | 203.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:18:15] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:18:15] PID 12 | 195.12 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:18:15] PID 13 | 186.44 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:18:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:18:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:18:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:19:15] 📊 Всего Python-памяти: 1556.96 MB
[2025-05-13 05:19:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:19:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:19:15] PID 9 | 190.20 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:19:15] PID 10 | 203.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:19:15] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:19:15] PID 12 | 195.12 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:19:15] PID 13 | 186.44 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:19:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:19:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:19:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:20:15] 📊 Всего Python-памяти: 1556.94 MB
[2025-05-13 05:20:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:20:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:20:15] PID 9 | 190.29 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:20:15] PID 10 | 203.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:20:15] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:20:15] PID 12 | 195.12 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:20:15] PID 13 | 186.45 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:20:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:20:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:20:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:21:15] 📊 Всего Python-памяти: 1556.98 MB
[2025-05-13 05:21:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:21:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:21:15] PID 9 | 190.21 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:21:15] PID 10 | 203.51 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:21:15] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:21:15] PID 12 | 195.12 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:21:15] PID 13 | 186.45 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:21:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:21:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:21:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:22:15] 📊 Всего Python-памяти: 1556.95 MB
[2025-05-13 05:22:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:22:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:22:15] PID 9 | 190.29 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:22:15] PID 10 | 203.52 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:22:15] PID 11 | 189.87 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:22:15] PID 12 | 195.12 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:22:15] PID 13 | 186.45 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:22:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:22:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:22:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:23:15] 📊 Всего Python-памяти: 1558.73 MB
[2025-05-13 05:23:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:23:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:23:15] PID 9 | 191.95 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:23:15] PID 10 | 203.52 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:23:15] PID 11 | 190.00 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:23:15] PID 12 | 195.12 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:23:15] PID 13 | 186.45 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:23:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:23:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:23:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:24:15] 📊 Всего Python-памяти: 1558.70 MB
[2025-05-13 05:24:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:24:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:24:15] PID 9 | 192.03 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
[2025-05-13 05:24:15] PID 10 | 203.52 MB | /usr/local/bin/python bots/xrp_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:24:15] PID 11 | 189.89 MB | /usr/local/bin/python bots/doge_grid/1 Формирование базы.py
[2025-05-13 05:24:15] PID 12 | 195.12 MB | /usr/local/bin/python bots/doge_grid/2 Подготовка данных к тесту.py
[2025-05-13 05:24:15] PID 13 | 186.45 MB | /usr/local/bin/python bots/xrp_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:24:15] PID 14 | 191.55 MB | /usr/local/bin/python bots/xrp_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:24:15] PID 15 | 186.61 MB | /usr/local/bin/python bots/doge_grid/3 Запись позиций.py --symbol XRPUSDT
[2025-05-13 05:24:15] PID 16 | 189.60 MB | /usr/local/bin/python bots/doge_grid/4 Торговля.py --symbol XRPUSDT
[2025-05-13 05:25:15] 📊 Всего Python-памяти: 1559.00 MB
[2025-05-13 05:25:15] PID 1 | 12.36 MB | python run_strategies.py
[2025-05-13 05:25:15] PID 8 | 11.57 MB | /usr/local/bin/python memory_watcher.py
[2025-05-13 05:25:15] PID 9 | 191.95 MB | /usr/local/bin/python bots/xrp_grid/1 Формирование базы.py
